antecedent,consequent,support,confidence
{12},{26 34},0.365,0.282
{26},{12 34},0.412,0.25
{34 46},{26},0.253,0.433
{26 46},{34},0.16,0.683
{26 34},{46},0.27,0.406
{46},{26 34},0.372,0.294
{34},{26 46},0.641,0.171
{26},{34 46},0.412,0.265
{26 34},{32},0.27,0.442
{32 34},{26},0.277,0.43
{26 32},{34},0.17,0.701
{34},{26 32},0.641,0.186
{26},{32 34},0.412,0.289
{32},{26 34},0.413,0.289
{12 46},{34},0.146,0.689
{34 46},{12},0.253,0.398
{12 34},{46},0.238,0.424
{46},{12 34},0.372,0.271
{12},{34 46},0.365,0.276
{34},{12 46},0.641,0.157
{34 46},{32},0.253,0.459
{32 46},{34},0.163,0.712
{32 34},{46},0.277,0.419
{46},{32 34},0.372,0.312
{34},{32 46},0.641,0.181
{32},{34 46},0.413,0.281
{48 49},{16},0.191,0.554
{16 48},{49},0.248,0.427
{16 49},{48},0.212,0.498
{48},{16 49},0.479,0.221
{49},{16 48},0.389,0.272
{16},{48 49},0.513,0.206
{26 48},{16},0.205,0.536
{16 48},{26},0.248,0.443
{16 26},{48},0.222,0.495
{48},{16 26},0.479,0.229
{26},{16 48},0.412,0.266
{16},{26 48},0.513,0.214
{12 48},{16},0.182,0.552
{12 16},{48},0.201,0.5
{16 48},{12},0.248,0.405
{12},{16 48},0.365,0.275
{48},{12 16},0.479,0.21
{16},{12 48},0.513,0.196
{32 48},{16},0.205,0.545
{16 48},{32},0.248,0.45
{16 32},{48},0.224,0.498
{48},{16 32},0.479,0.233
{32},{16 48},0.413,0.27
{16},{32 48},0.513,0.217
{1},{0},0.52,0.293
{0},{1},0.284,0.536
{4},{0},0.397,0.283
{0},{4},0.284,0.396
{6},{0},0.528,0.29
{0},{6},0.284,0.539
{14},{0},0.717,0.297
{0},{14},0.284,0.748
{18},{0},0.705,0.292
{0},{18},0.284,0.723
{19},{0},0.54,0.281
{0},{19},0.284,0.533
{30},{0},0.563,0.298
{0},{30},0.284,0.59
{34},{0},0.641,0.289
{0},{34},0.284,0.651
{44},{0},0.373,0.321
{0},{44},0.284,0.421
{48},{0},0.479,0.298
{0},{48},0.284,0.502
{49},{0},0.389,0.277
{0},{49},0.284,0.379
{16},{0},0.513,0.3
{0},{16},0.284,0.542
{26},{0},0.412,0.295
{0},{26},0.284,0.428
{12},{0},0.365,0.31
{0},{12},0.284,0.398
{46},{0},0.372,0.294
{0},{46},0.284,0.385
{32},{0},0.413,0.294
{0},{32},0.284,0.427
{4},{1},0.397,0.538
{1},{4},0.52,0.411
{6},{1},0.528,0.539
{1},{6},0.52,0.547
{11},{1},0.282,0.549
{1},{11},0.52,0.298
{14},{1},0.717,0.533
{1},{14},0.52,0.735
{18},{1},0.705,0.549
{1},{18},0.52,0.745
{19},{1},0.54,0.534
{1},{19},0.52,0.555
{20},{1},0.271,0.57
{1},{20},0.52,0.297
{21},{1},0.307,0.567
{1},{21},0.52,0.334
{1},{24},0.52,0.227
{24},{1},0.213,0.554
{28},{1},0.342,0.551
{1},{28},0.52,0.363
{30},{1},0.563,0.55
{1},{30},0.52,0.596
{34},{1},0.641,0.549
{1},{34},0.52,0.677
{44},{1},0.373,0.535
{1},{44},0.52,0.384
{1},{48},0.52,0.49
{48},{1},0.479,0.532
{49},{1},0.389,0.527
{1},{49},0.52,0.394
{3},{1},0.238,0.518
{1},{3},0.52,0.237
{15},{1},0.305,0.518
{1},{15},0.52,0.304
{1},{16},0.52,0.534
{16},{1},0.513,0.541
{26},{1},0.412,0.528
{1},{26},0.52,0.418
{41},{1},0.207,0.508
{1},{41},0.52,0.202
{2},{1},0.273,0.557
{1},{2},0.52,0.292
{12},{1},0.365,0.551
{1},{12},0.52,0.387
{35},{1},0.222,0.508
{1},{35},0.52,0.216
{42},{1},0.317,0.523
{1},{42},0.52,0.319
{46},{1},0.372,0.541
{1},{46},0.52,0.388
{1},{32},0.52,0.434
{32},{1},0.413,0.546
{37},{1},0.233,0.532
{1},{37},0.52,0.238
{39},{1},0.316,0.552
{1},{39},0.52,0.336
{43},{1},0.208,0.557
{1},{43},0.52,0.223
{47},{1},0.206,0.518
{1},{47},0.52,0.205
{5},{1},0.227,0.509
{1},{5},0.52,0.222
{29},{1},0.28,0.529
{1},{29},0.52,0.285
{38},{1},0.269,0.561
{1},{38},0.52,0.29
{6},{4},0.528,0.424
{4},{6},0.397,0.564
{4},{11},0.397,0.31
{11},{4},0.282,0.437
{14},{4},0.717,0.403
{4},{14},0.397,0.728
{4},{18},0.397,0.732
{18},{4},0.705,0.412
{4},{19},0.397,0.575
{19},{4},0.54,0.423
{20},{4},0.271,0.391
{4},{20},0.397,0.267
{21},{4},0.307,0.427
{4},{21},0.397,0.33
{28},{4},0.342,0.394
{4},{28},0.397,0.34
{30},{4},0.563,0.429
{4},{30},0.397,0.609
{4},{34},0.397,0.679
{34},{4},0.641,0.42
{44},{4},0.373,0.422
{4},{44},0.397,0.397
{4},{48},0.397,0.497
{48},{4},0.479,0.412
{4},{49},0.397,0.401
{49},{4},0.389,0.409
{15},{4},0.305,0.397
{4},{15},0.397,0.305
{4},{16},0.397,0.515
{16},{4},0.513,0.398
{4},{26},0.397,0.432
{26},{4},0.412,0.416
{4},{2},0.397,0.283
{2},{4},0.273,0.412
{12},{4},0.365,0.426
{4},{12},0.397,0.392
{4},{42},0.397,0.341
{42},{4},0.317,0.426
{46},{4},0.372,0.424
{4},{46},0.397,0.398
{4},{32},0.397,0.425
{32},{4},0.413,0.408
{37},{4},0.233,0.437
{4},{37},0.397,0.257
{39},{4},0.316,0.409
{4},{39},0.397,0.325
{29},{4},0.28,0.413
{4},{29},0.397,0.292
{38},{4},0.269,0.438
{4},{38},0.397,0.297
{6},{11},0.528,0.285
{11},{6},0.282,0.534
{14},{6},0.717,0.541
{6},{14},0.528,0.735
{6},{18},0.528,0.724
{18},{6},0.705,0.541
{6},{19},0.528,0.565
{19},{6},0.54,0.553
{6},{20},0.528,0.29
{20},{6},0.271,0.565
{6},{21},0.528,0.34
{21},{6},0.307,0.584
{6},{24},0.528,0.215
{24},{6},0.213,0.534
{6},{28},0.528,0.37
{28},{6},0.342,0.57
{30},{6},0.563,0.544
{6},{30},0.528,0.581
{6},{34},0.528,0.668
{34},{6},0.641,0.55
{6},{44},0.528,0.39
{44},{6},0.373,0.551
{6},{48},0.528,0.485
{48},{6},0.479,0.534
{6},{49},0.528,0.407
{49},{6},0.389,0.552
{6},{3},0.528,0.254
{3},{6},0.238,0.562
{15},{6},0.305,0.537
{6},{15},0.528,0.311
{6},{16},0.528,0.528
{16},{6},0.513,0.542
{6},{26},0.528,0.42
{26},{6},0.412,0.537
{6},{41},0.528,0.228
{41},{6},0.207,0.581
{6},{2},0.528,0.293
{2},{6},0.273,0.567
{6},{12},0.528,0.383
{12},{6},0.365,0.553
{6},{35},0.528,0.23
{35},{6},0.222,0.547
{6},{42},0.528,0.318
{42},{6},0.317,0.528
{6},{46},0.528,0.4
{46},{6},0.372,0.566
{6},{32},0.528,0.444
{32},{6},0.413,0.568
{6},{37},0.528,0.236
{37},{6},0.233,0.534
{39},{6},0.316,0.539
{6},{39},0.528,0.323
